id,left_idProduct,left_idSeller,left_idSellerProduct,left_brandSeller,left_nameSeller,left_descriptionSeller,right_idProduct,right_idSeller,right_idSellerProduct,right_brandSeller,right_nameSeller,right_descriptionSeller,label
9157,4329157,1392,3907,bosch,pralni stroj waw28560eu,moč poraba zmogljivost pranja 1 9 kg energijski razred a 30 poraba energije 152 kwh letno ocena porabe temelji 220 standardnih ciklih pranja programu bombaž 60°c 40°c polni delni polnitvi načinu delovanja nizko porabo energije dejanska poraba energije odvisna načina uporabe aparata 30 varčnejši 152 kwh letno standardne vrednosti 196 kwh letno energijski razred a kategoriji 9 kg skladu delegirano uredbo komisije eu št 10612010 poraba energije standardnem programu bombaž 60°c polni polnitvi 092 kwh delni polnitvi 06 kwh standardnem programu bombaž 40°c delni polnitvi 042 kwh tehtana poraba energije izključen vključen 012 w 043 w poraba vode 11220 litrov letno ocena porabe temelji 220 standardnih ciklih pranja programih bombaž 60°c 40°c polni delni polnitvi razred učinkovitosti ožemanja b najvišja hitrost ožemanja 1400 omin preostala vlaga 53 navedba programa bombaž 60°c gumb ecoperfect bombaž 40°c gumb ecoperfect standardna programa pranja nanašajo podatki energijski nalepki podatkovni kartici programa primerna pranje običajno umazanega bombažnega perila najbolj učinkovita programa glede kombinirano porabo energije vode trajanje standardnega programa bombaž 60°c polni polnitvi 275 min delni polnitvi 270 min standardnem programu bombaž 40°c delni polnitvi 270 min trajanje delovanja stanju vključenosti 15 min glasnost standardnem programu bombaž 60°c polni polnitvi 48 db a re 1pw glasnost ožemanja standardnem programu bombaž 60°c polni polnitvi 72 db a re 1pw xxl prostornina bobna 65 l programi posebni programi izčrpati fino damsko perilo temno perilo srajcebluze sportfitness ekstra kratek 15 hitromešano izpiranjeožemanje alergije plus čiščenje bobna opomnikom volnaročno pranje finosvila funkcije varioperfect časovno energijsko optimirani programi odličnimi rezultati pranja touchcontrol tipke vklop izklop predpranje enostavno likanje vrtljaji ožemanja vklop voda plus temperatura startpavza speedperfect ecoperfect izbira madežev 24 vklop sistem odstranjevanja madežev možnostjo izbire 4 madežev možnost uporabe standardnih programih udobje varnost led osvetlitev notranjosti bobna vario boben nežnejše intenzivnejše pranje program čiščenja bobna funkcija opomnika 32 cm odprtina vrat srebrno siva odpiranja 171° udobno zaklepanje funkcija dodajanje perila ecosilence drive tiho delovanje motorja zelo dolgo življenjsko dobo 10 let jamstva motor antivibration design tišji stabilnejši stroj zvočna izolacija spodnjim pokrovom pretočni senzor učinkovito porabo vode activewater™plus ekološko upravljanje porabo vode večkratna zaščita izlivom vode prikaz porabe prikaz informacije porabi električne energije vode gumb izbiro programov integriranim gumbom vklopizklop velik ledzaslon prikaz stanja programa izbor temperature maksimalno število vrtljajev ožemanja preostali čas 24 časovni zamik izbire madežev informacije porabi sistem zaznavanje pene zaklepanje nastavitev otroci zvočni signal koncu programa fuzzy količinska avtomatika samočistilni predal čistila vstavek tekoči detergent tehnične informacije dimenzije aparata x š x g 845 x 60 x 59 cm možnost podvgradnje,10776313,114,18344978,beko,pralni stroj beko wtv8636xs,pralni stroj beko wtv8636xs navdušil tehnologijo pranja pomočjo pare tehnologijo prosmart invertnega motorja ponuja visokoenergetsko učinkovitost tišje delovanje boljšo učinkovitost pranja 10letno garancijo delovanje,0
5986,9382837,338,769168,bosch,bosch wll24260by pralni stroj,,9099878,338,718274,whirlpool,whirlpool fwg81284w eu pralni stroj,,0
8130,8663359,974,66945,electrolux,pralni stroj electrolux ewt1276elw a zgoraj7kg ewt1276elw,,6266367,974,55089,samsung,pralni strsamsung ww80k6414qwle ww80k6414qwle,,0
2130,6604221,342,890788,beko,beko pralni stroj wte 11735 xcst,beko wte 11735 xcst pralni stroj zmogljivostjo 11 kg sodi energijski razred a ponuja izbiro 16 programi pranja odlikuje steam therapy program parno osveževanje perila omogočanje enostavnejšega likanja,6604221,1230,4829,beko,pralni stroj beko wte11735xcst,kilogramski pralni stroj beko wte11735xcst navdušuje velikim 72litrskim bobnom posebej primeren pranje večjih količin perila odlikuje izredno zmogljiv,1
1177,4405446,114,16931352,bosch,pralni stroj bosch wat28460by,pralni stroj wat28460by ponaša tehnologijo ecosilence drive uživajte vrhunsko tihem delovanju odlični vzdržljivosti 10 let jamstva inverter motor spada razred energijske učinkovitosti a 30 30 varčnejši najvišjega energijskeg,4405446,1230,2438,bosch,pralni stroj bosch wat28460by,pralni stroj bosch wat28460by 6 avantixx ecosilence drive™ motorjem omogoča izjemno tiho delovanje dolgo življenjsko dobo tehnologija activewate,1
13025,9632913,825,21637,bosch,pralni stroj bosch wan28121,pralni stroj ecosilence drive™ tiho delovanje odlična vzdržljivost lahko zanesete 10 let jamstva motor,8743270,862,603902,candy,bwm148ph71 prstroj candy bianca,candy biancal,0
5684,5452975,469,38167,,pralni stroj bosch wan28261by,tehnične podrobnosti zmogljivost pranja 7 kg energijski razred a 10 vrsta pralnega stroja polnjenje spredaj učinek pranja a učinek ožemanja b poraba električne energije 220 pranj 157 kwh letna poraba vode 9020 l hitrost ožemanja 1400 inverter motor parna tehnologija glasnost pranja 54 glasnost ožemanja 75 db upravljanje elektronsko zamik vklopa širina 598 cm višina 848 cm globina 55 cm letni strošek porabe energije 3504 eur letni strošek porabe energkg 501 eur globina 50 cm primeren alergike aquastop tehnologija garancija 2 leti opis izdelka pralni stroj wan28261by ecosilence drive tiho delovanje odlična vzdržljivost lahko zanesete 10 let jamstva motor ecosilence drive izjemno energijsko učinkovito tiho delovanje zelo dolgo življenjsko dobo 10 let jamstva inverter motor varioperfect zahvaljujoč svobodni izbiri programskih opcij porabi 65 manj časa 50 manj energije glasnost 54 db75 db prijetno tiho pranje ožemanje enostavno upravljanje led zaslonom priročnim gumbom izbiro programov activewater dvostopenjsko avtomatiko odmerjanje količine perila varčuje vodo prihrani denar posebni programi enostavna nega puh temno perilo srajcebluze sportfitness zavese hitromešano alergije plus ekstra kratek 3015 čiščenje bobna opomnikom izpiranjeožemanjeizčrpati volnaročno pranje finosvila funkcije varioperfect časovno energijsko optimirani programi odličnimi rezultati pranja touchcontrol tipke predpranje vklop temperatura startpavza dodajanje perila ecoperfect speedperfect voda plus dodatno izpiranje vrtljaji ožemanjaizklop ožemanja udobje varnost večkratna zaščita izlivom vode velik zaslon prikaz stanja programa izbor temperature število vrtljajev ožemanja preostalega časa 24 časovnega zamika priporočene obremenitve popolnoma elektronsko upravljanje programov gumbom 3daquasparsistem količinska avtomatika ecosilence drive tiho delovanje motorja zelo dolgo življenjsko dobo 10 let jamstva motor antivibration design tišji stabilnejši stroj sistem zaznavanje pene kontrola neuravnoteženosti stroja prikaz predoziranja zvočni signal koncu programa zaklepanje nastavitev otroci vstavek tekoči detergent 30 cm odprtina vrat odpiranja 180 ° kovinska kljuka vratih udobno zaklepanje,10225105,107,69308,gorenje,gorenje pralni stroj we72s3 729379 waveactive,letna poraba el energijeletna poraba električne energije temelji 220 standardnih ciklih pranjaletna poraba vodeletna poraba vode temelji 220 standardnih ciklih pranjaožemanjepodatek številu vrtljajev ožemanja pove hitrostjo obrača boben končanem pranju število vrtljajev 1200 vrtmin odvisno perilo koncu ožetoštevilčni zaslonzaslon izpisujejo številke zaslonu nastavite zamik vklopa največkrat prikazuje preostali čas pranja nastavitev zamika vklopavklop stroja lahko zamaknemo ur vnaprej timer,0
9301,4329156,1179,3714,bosch,pralni stroj bosch waw24460eu,pralni stroj znovo obliko ecosilence drive uživajte vrhunsko tihem delovanjuin odlični vzdržljivosti eco silence drive izjemno energisjko učinkovito tiho delovanje zelo dologo življnjsko dobo10let jamstva inv,9445465,1780,6702,,pralni stroj gorenje wp60s3,boben waveactive edinstven vzorec bobna obliki valov posebna,0
4939,4169993,1220,32387,beko,beko pralni stroj wmy61232mb3,jamstvo več informacij najdete httpwwwbekosicomfilesbekojamstvopdf pogoj pridobitev dodatnega 3letnega jamstva registracija kupec opravi spletni strani bekosicom podrobneje povezavi httpwwwbekosicomjamstvo pralni stroj wmy61232mb3 ponaša delovanjem energijskem razredu a 15 programi pranja 3 pomožnimi funkcijami gladka površina visokotehnološkega grelca zmanjšuje nabiranje vodnega kamna 40 zmanjša poraba energije segrevanju vode visokotehnološki grelec novi grelni elementi površini prevlečeni nikljem površina 50 bolj gladka omogoča manjše nabiranje kamna grelcu 40 poraba energije segrevanju vode bistveno manjša program baby protect nega dojenčke ljudi občutljivo kožo program baby protect nega dojenčke ljudi občutljivo kožo program kombinacija intenzivnega pranja izpiranja zagotavlja odlične rezultate program posebej zasnovan oblačila potrebna posebne nege oblačila dojenčke oblačila ljudi imajo zelo alergično kožo športni program beko športni program razvil ukvarjajo športom program pere 40°c priporočljiv manj umazana sintetičnabombažna športna oblačila program volno woolcare trde vode trenja neposrednem stiku površino bobna volnena oblačila pranjem lahko poškodujejo zato woolmark odobril program pranje volnenih oblačil natančno odmerja količino vode nadzira gibanje bobna volnena oblačila nežno obračajo bobnu tekom celotnega cikla pranja perilo primerjavi programom sintetiko opralo nežnejšim ciklom pranja pranjem izvajalo vmesno centrifugiranje program prilagojen čiščenju oblačil potrebujejo nežnejše pranje predal tekoči detergent poseben program zasnovan dodatno uporabo detergenta uporabite lahko tekoče detergente koncentrirane tekoče detergente omogoča kasnejšo uporabo dodatnega tekočega detergenta tehnični podatki zmogljivost pranja 6 kg energijski razred a vrsta pralnega stroja polnjenje spredaj učinek pranja a učinek ožemanja b poraba električne energije 220 pranj 164 kwh letna poraba vode 8800 l glasnost pranja 59 db glasnost ožemanja 72 db število programov 15 zamik vklopa širina 60 cm višina 84 cm globina 45 cm barva bela primeren alergike aquastop tehnologija,9662396,526,3002101,electrolux,pralni stroj electrolux ew7f248s,pralni stroj parno funkcijo perfectcare energijski razred a 30 elektronsko upravljanje gumbi prednji strani lcd prikazovalnik programov led indikatorji programi prikaz simbolov funkcij notranjost sistem vodnih curkov directspray,0
2854,8692339,107,66535,electrolux,electrolux pralni stroj ew6f448bu,prostostoječi pralni stroj electrolux ew6f448bu pralni stroj sprednjim polnjenjem ima zmogljivost pranja 8 kg perila energijskim razredom a zagotavlja nizko porabo energije vode letni ravni odlikuje sistem fuzzy logic omogoča prilagajanje porabe vode glede vrsto količino perila odlikuje učinkovito ožemanje posebnosti nizka energijska poraba pralni stroj ponaša energijskim razredom a letni ravni porabi 190 kwh 9999 l vode glasnost pralnega stroja 58 db pranju 78 db ožemanju enostavna uporaba pralni stroj upravljate pomočjo vrtljivega gumba tipkami izbirali dodatne nastavitve imeli popoln nadzor potekom programa možna nastavitev zamika vklopa učinkoviti programi voljo različni programi razlikujejo glede vrsto tkanine časovni okvir poseben program program pranje občutljivih tkanin svila volna manj umazano perilo osvežiti voljo hitri program varno delovanje cev preprečuje izliv vode primeru prišlo poškodbe dotočne cevi uporabniku omogočeno brezskrbno upravljanje varno delovanje stroja ključna značilnost tehnologija fuzzy logic tehnologija fuzzy logic deluje pomočjo senzorjev zaznajo količino perila prilagodijo program glede vrsto tkanine količino perila pranje optimizirano maksimalno posledično zmanjšala energetska poraba,8692339,1006,5411,electrolux,pralni stroj electrolux ew6f448bu,,1
716,4329156,107,39341,bosch,bosch pralni stroj waw24460eu,pralni stroj bosch waw24460eu nova oblika stranic privlačna oči sistem zagotavlja večjo stabilnost omili vibracije izboljšana izolacija uravnava stopnjo hrupa poskrbi boscheva modela logixx avantixx zelo tiha ciklom ožemanja posebnosti varčevanje energijopri pranju varčevati energijo a včasih hitrost pomembnejša posebej mudi funkcija varioperfect omogoča oboje – rezultati pranja slabši meniju enostavno izberite funkcijo speedperfect ecoperfect lahko večino programov nastavite delujejo hitreje učinkoviteje lahko čas pranja skrajšali 65 porabo energije 50 uporaboboscheva funkcija dodajanja perila omogoča dodajanje perila zagonu programa pranja enostavno prekinite cikel pranja odprite vrata pralnega stroja dodajte pozabljeno perilo boben ponovno zaženite program zmogljivostquick 15‘ omogoča kilograma močno umazanega perila operete rekordnih 15ih minutah – vključno pranjem izpiranjem ožemanjem varovanje okoljapralni stroji lahko prihranijo čas trud pogosto račun prekomerne porabe vode tehnologija activewater omogoča popolne rezultate pranja porabi vode potrebno vgrajena tipala prilagajajo porabo vode glede vrsto količino tkanin patentirani sistemi bobna dovajanja vode omogočajo hitrejše namakanje izberite pralni stroj pomaga upravljati porabo vode zagotavljati brezskrbno pranje zakasnitev začetka programa24urna zakasnitev začetka programa zagotavlja večjo prilagodljivost čas pričetka programa lahko nastavite vnaprej lahko povsem prepričani perilo oprano točno takrat nežno učinkovito visoko kakovostno pranjes pogostim pranjem lahko uničite najljubša oblačila občutljive kose oblačil edinstvena patentirana struktura sistema variodrum nežno učinkovito opere vrste oblačil najbolj priljubljeni kosi raztegovali mečkali poškodovali enakomerno razporeja vodo odvisno izbranega programa zasnova bobna izboklinicami obliki kapljic asimetričnimi lopaticami nežno obrača perilo sredino bobna glede smer vrtenja zagotovite intenzivnega čiščenja bolj umazanih oblačil veliko hitrejše učinkovitejše čiščenje oblačil bobnu,4329156,1179,3714,bosch,pralni stroj bosch waw24460eu,pralni stroj znovo obliko ecosilence drive uživajte vrhunsko tihem delovanjuin odlični vzdržljivosti eco silence drive izjemno energisjko učinkovito tiho delovanje zelo dologo življnjsko dobo10let jamstva inv,1
4579,9367450,440,873571,samsung,pralni stroj samsung ww70m644opwle q drive 7 kg a 1400 obrmin inverter motor,novo revolucionarna tehnologija q drive prihranek časa energije 50 energijski razred a 30 kapaciteta pranja 7kg največja hitrost ožemanjamin 1400 letna poraba vode 7400 l letna poraba energije122 kwh,4174303,98,pralnistrojbekowmy71483lmb2,,pralni stroj beko wmy71483lmb2,,0
2342,7420158,1220,39460,samsung,samsung pralni stroj ww80k44305w,samsung ww80k44305 tehnološko napreden pralni stroj funkcijo add wash specifikacije energijski razred a zmogljivost perila 8 kg invertni motor dimenzije 600x850x550 mm največja hitrost ožemanja 1400 vrtljajevmin glasnost pranja 53 db glasnost ožemanja 74 db časovni zamik vklopa posebnosti funkcija add wash omogoča dodajanje perila začetku pranja add wash omogoča dodajanje mehčalca pranjem pralni stroj ima možnost povezave wifi omrežjem aplikacijo samsung smart home app android ios primeru okvare svetuje narediti,7420158,1780,7690,,pralni stroj samsung ww80k44305wle,enostavno dodajanje perila pranjem pozabili srajco pralni stroji add wash omogočajo hitro enostavno dodajanje perila pranje poteka enostavno dodajanje ročno opranega perila,1
9553,4405445,342,706717,bosch,bosch pralni stroj wat24440by,pralni stroj energijskega razreda a zmogljivostjo 8 kg ponaša varioperfect izbiro časovno energijsko optimiranih programov ožemanju doseže hitrost 1200 obratov minuti voljo številni programi funkcije poskrbijo popolno nego čistočo perila,9445496,974,68380,samsung,pralni stroj samsung ww90m741noale 9 kg q drive ww90m741noale,,0
8521,3727627,1274,5256e797e29daf0a0c000073,bosch,bosch pralni stroj wak24268by,pralni stroj bosch wak24268by varioperfect™ sami odločite perilo oprati izredno hitro izredno učinkovito varioperfect™ zahvaljujoč svobodni izbiri programskih opcij porabi 65 manj časa 50 manj energije razred energijske učinkovitosti a najbolj učinkovito pranje wavedrum™ nežno pranje zahvaljujoč edinstveni strukturi bobna activewater™ dvostopenjsko avtomatiko odmerjanje količine perila varčuje vodo prihrani denar ecarf žig kakovosti razvit posebej imajo težave alergijami občutljivo kožo moč poraba •zmogljivost pranja 1 8 kg •energijski razred a •poraba energije 196 kwh letno ocena porabe temelji 220 standardnih ciklih pranja programu bombaž 60°c 40°c polni delni polnitvi načinu delovanja nizko porabo energije dejanska poraba energije odvisna načina uporabe aparata •poraba energije standardnem programu bombaž 60°c polni polnitvi 094 kwh delni polnitvi 09 kwh standardnem programu bombaž 40°c delni polnitvi 07 kwh •tehtana poraba energije izključen vključen 012 w 149 w •poraba vode 11220 litrov letno ocena porabe temelji 220 standardnih ciklih pranja programih bombaž 60°c 40°c polni delni polnitvi •razred učinkovitosti ožemanja b •najvišja hitrost ožemanja 1200 omin preostala vlaga 53 •navedba programa bombaž 60°c gumb ecoperfect bombaž 40°c gumb ecoperfect standardna programa pranja nanašajo podatki energijski nalepki podatkovni kartici programa primerna pranje običajno umazanega bombažnega perila najbolj učinkovita programa glede kombinirano porabo energije vode •trajanje standardnega programa bombaž 60°c polni polnitvi 215 min delni polnitvi 215 min standardnem programu bombaž 40°c delni polnitvi 195 min •glasnost standardnem programu bombaž 60°c polni polnitvi 56 db a re 1pw •glasnost ožemanja standardnem programu bombaž 60°c polni polnitvi 75 db a re 1pw •volumen bobna 63 l programi •posebni programi enostavna nega dodatno ožemanje outdoor srajcebluze sportfitness hitromešano izčrpavanjeožemanje alergije plus ekstra kratek 3015 volnaročno pranje finosvila funkcije •varioperfect programi časovno skrajšani zmanjšana poraba •tipke vrtljaji ožemanja ecoperfect speedperfect vklop voda plus temperatura •touchcontrol tipke startpavza dodajanje perila voda plus ecoperfect speedperfect udobje varnost •vario boben nežnejše intenzivnejše pranje •količinska avtomatika •večkratna zaščita izlivom vode •zaslon prikaz poteka programov temperature števila vrtljajev preostalega časa prednastavitev časa vklopa 24 •popolnoma elektronsko upravljanje programov gumbom •antivibrations design večjo stabilnost tišje delovanje •3daquasparsistem •količinska avtomatika •nasvet polnjenja •sistem zaznavanje pene •kontrola neuravnoteženosti stroja •samočistilni predal čistila •prikaz predoziranja •zaklepanje nastavitev otroci •zvočni signal koncu programa •30 cm odprtina vrat odpiranja 165 ° •kovinska kljuka vratih •udobno zaklepanje •dimenzije aparata x š x g 848 x 598 x 59 cm •možnost podvgradnje,9632913,1220,34651,bosch,bosch pralni stroj wan28121,moč poraba zmogljivost pranja 1 7 kg energijski razred a lestvici energijskih razredov a d 10 varčnejši 157 kwhletno standardne vrednosti 174 kwhletno energijski razred a kategoriji 7 kg skladu delegirano uredbo komisije eu št 10612010 poraba energije 157 kwh letno ocena porabe temelji 220 standardnih ciklih pranja programu bombaž 60°c 40°c polni delni polnitvi načinu delovanja nizko porabo energije dejanska poraba energije odvisna načina uporabe aparata poraba energije standardnem programu bombaž 60°c polni polnitvi 084 kwh delni polnitvi 068 kwh standardnem programu bombaž 40°c delni polnitvi 051 kwh tehtana poraba energije izključen vključen 012 w 05 w poraba vode 9020 litrov letno ocena porabe temelji 220 standardnih ciklih pranja programih bombaž 60°c 40°c polni delni polnitvi razred učinkovitosti ožemanja b najvišja hitrost ožemanja 1400 omin preostala vlaga 53 navedba programa bombaž 60°c eco bombaž eco 40°c standardna programa pranja nanašajo podatki energijski nalepki podatkovni kartici programa primerna pranje običajno umazanega bombažnega perila najbolj učinkovita programa glede kombinirano porabo energije vode trajanje standardnega programa bombaž 60°c polni polnitvi 200 min delni polnitvi 200 min standardnem programu bombaž 40°c delni polnitvi 200 min glasnost standardnem programu bombaž 60°c polni polnitvi 54 db a re 1pw glasnost ožemanja standardnem programu bombaž 60°c polni polnitvi 75 db a re 1pw volumen bobna 55 l programi posebni programi srajcebluze sportfitness hitromešano alergije plus ekstra kratek 3015 prevleke mešano tihonočno pranje čiščenje bobna opomnikom izpiranjeožemanjeizčrpati finosvila funkcije varioperfect časovno energijsko optimirani programi odličnimi rezultati pranja touchcontrol tipke dodatno izpiranje vklop temperatura startpavza dodajanje perila ecoperfect speedperfect vrtljaji ožemanjaizklop ožemanja udobje varnost funkcija dodajanja perila funkcija dodajanja perila omogoča dodajanje perila zagonu programa pranja aquastop cev velik zaslon prikaz temperature števila vrtljajev ožemanja preostalega časa 24 časovnega zamika priporočene obremenitve popolnoma elektronsko upravljanje programov gumbom 3daquasparsistem količinska avtomatika ecosilence drive tiho delovanje motorja zelo dolgo življenjsko dobo 10 let jamstva inverterski motor antivibration design tišji stabilnejši stroj kontrola neuravnoteženosti stroja zvočni signal koncu programa zaklepanje nastavitev otroci 30 cm odprtina vrat odpiranja 180 ° kovinska kljuka vratih udobno zaklepanje tehnične informacije možnost podvgradnje dimenzije aparata x š x g 848 x 598 x 55 cm,0
8368,9394507,526,3002102,electrolux,pralni stroj electrolux ewt1262ifw,pralni stroj polnjenjem zgorajgumb izbiro programa elektronsko upravljanje gumbi lcd prikazovalnik programov led indikatorji notranjost mehko odpiranje vrat bobna funkcija vodnega curka predalu pralna sredstva posebni programi 5 sh,4405446,1220,9447,bosch,bosch pralni stroj wat28460by,moč poraba zmogljivost pranja 1 8 kg energijski razred a lestvici energijskih razredov a d 30 varčnejši 137 kwh letno standardne vrednosti 196 kwh letno energijski razred a kategoriji 8 kg skladu delegirano uredbo komisije eu št 10612010 poraba energije 137 kwh letno ocena porabe temelji 220 standardnih ciklih pranja programu bombaž 60°c 40°c polni delni polnitvi načinu delovanja nizko porabo energije dejanska poraba energije odvisna načina uporabe aparata poraba energije standardnem programu bombaž 60°c polni polnitvi 074 kwh delni polnitvi 069 kwh standardnem programu bombaž 40°c delni polnitvi 034 kwh tehtana poraba energije izključen vključen 012 w 043 w poraba vode 9900 litrov letno ocena porabe temelji 220 standardnih ciklih pranja programih bombaž 60°c 40°c polni delni polnitvi razred učinkovitosti ožemanja b najvišja hitrost ožemanja 1400 omin preostala vlaga 53 navedba programa bombaž 60°c gumb ecoperfect bombaž 40°c gumb ecoperfect standardna programa pranja nanašajo podatki energijski nalepki podatkovni kartici programa primerna pranje običajno umazanega bombažnega perila najbolj učinkovita programa glede kombinirano porabo energije vode trajanje standardnega programa bombaž 60°c polni polnitvi 210 min delni polnitvi 210 min standardnem programu bombaž 40°c delni polnitvi 210 min trajanje delovanja stanju vključenosti 0 min glasnost standardnem programu bombaž 60°c polni polnitvi 49 db a re 1pw glasnost ožemanja standardnem programu bombaž 60°c polni polnitvi 74 db a re 1pw volumen bobna 63 l programi posebni programi dodatno izpiranješkrobljenje puh temno perilo nočno pranje čiščenje bobna srajcebluze sportfitness hitromešano izčrpavanjeožemanje alergije plus ekstra kratek 3015 volna občutljivo perilosvila funkcije varioperfect časovno energijsko optimirani programi odličnimi rezultati pranja touchcontrol tipke predpranje vklop voda plus temperatura startpavza dodajanje perila ecoperfect speedperfect vrtljaji ožemanjaizklop ožemanja funkcija dodajanja perila funkcija dodajanja perila omogoča dodajanje perila zagonu programa pranja udobje varnost vario boben nežnejše intenzivnejše pranje program čiščenja bobna 32 cm odprtina vrat odpiranja 165° kovinska kljuka vratih udobno zaklepanje ecosilence drive tih inverter motor dolgo življenjsko dobo 10 let jamstva inverterski motor antivibration design tišji stabilnejši stroj pretočni senzor učinkovito porabo vode activewater™plus ekološko upravljanje porabo vode večkratna zaščita izlivom vode 3daquasparsistem fuzzy količinska avtomatika prikaz porabe informacija porabi energije popolnoma elektronsko upravljanje gumbom programe temperature posebne programe velik ledzaslon prikaz stanja programa izbor temperature maksimalno število vrtljajev ožemanja preostali čas 24 časovni zamik priporočilo polnitve informacije porabi energije prikaz predoziranja sistem zaznavanje pene kontrola neuravnoteženosti stroja zaklepanje nastavitev otroci zvočni signal koncu programa samočistilni predal čistila vstavek tekoči detergent tehnične informacije možnost podvgradnje dimenzije aparata x š x g 848 x 598 x 59 cm,0
3720,9605899,338,789074,gorenje,gorenje wei843 pralni stroj,,9605899,1780,8222,,pralni stroj gorenje wei843,boben waveactive edinstven vzorec bobna obliki valov posebna 3d rebra obliki valov zmehčajo vlakna obdelava oblačil izjemno nežna perilo popolnoma čisto zelo malo gubami,1
1186,4405446,338,314810,bosch,bosch wat28460by pralni stroj,,4405446,1220,9447,bosch,bosch pralni stroj wat28460by,moč poraba zmogljivost pranja 1 8 kg energijski razred a lestvici energijskih razredov a d 30 varčnejši 137 kwh letno standardne vrednosti 196 kwh letno energijski razred a kategoriji 8 kg skladu delegirano uredbo komisije eu št 10612010 poraba energije 137 kwh letno ocena porabe temelji 220 standardnih ciklih pranja programu bombaž 60°c 40°c polni delni polnitvi načinu delovanja nizko porabo energije dejanska poraba energije odvisna načina uporabe aparata poraba energije standardnem programu bombaž 60°c polni polnitvi 074 kwh delni polnitvi 069 kwh standardnem programu bombaž 40°c delni polnitvi 034 kwh tehtana poraba energije izključen vključen 012 w 043 w poraba vode 9900 litrov letno ocena porabe temelji 220 standardnih ciklih pranja programih bombaž 60°c 40°c polni delni polnitvi razred učinkovitosti ožemanja b najvišja hitrost ožemanja 1400 omin preostala vlaga 53 navedba programa bombaž 60°c gumb ecoperfect bombaž 40°c gumb ecoperfect standardna programa pranja nanašajo podatki energijski nalepki podatkovni kartici programa primerna pranje običajno umazanega bombažnega perila najbolj učinkovita programa glede kombinirano porabo energije vode trajanje standardnega programa bombaž 60°c polni polnitvi 210 min delni polnitvi 210 min standardnem programu bombaž 40°c delni polnitvi 210 min trajanje delovanja stanju vključenosti 0 min glasnost standardnem programu bombaž 60°c polni polnitvi 49 db a re 1pw glasnost ožemanja standardnem programu bombaž 60°c polni polnitvi 74 db a re 1pw volumen bobna 63 l programi posebni programi dodatno izpiranješkrobljenje puh temno perilo nočno pranje čiščenje bobna srajcebluze sportfitness hitromešano izčrpavanjeožemanje alergije plus ekstra kratek 3015 volna občutljivo perilosvila funkcije varioperfect časovno energijsko optimirani programi odličnimi rezultati pranja touchcontrol tipke predpranje vklop voda plus temperatura startpavza dodajanje perila ecoperfect speedperfect vrtljaji ožemanjaizklop ožemanja funkcija dodajanja perila funkcija dodajanja perila omogoča dodajanje perila zagonu programa pranja udobje varnost vario boben nežnejše intenzivnejše pranje program čiščenja bobna 32 cm odprtina vrat odpiranja 165° kovinska kljuka vratih udobno zaklepanje ecosilence drive tih inverter motor dolgo življenjsko dobo 10 let jamstva inverterski motor antivibration design tišji stabilnejši stroj pretočni senzor učinkovito porabo vode activewater™plus ekološko upravljanje porabo vode večkratna zaščita izlivom vode 3daquasparsistem fuzzy količinska avtomatika prikaz porabe informacija porabi energije popolnoma elektronsko upravljanje gumbom programe temperature posebne programe velik ledzaslon prikaz stanja programa izbor temperature maksimalno število vrtljajev ožemanja preostali čas 24 časovni zamik priporočilo polnitve informacije porabi energije prikaz predoziranja sistem zaznavanje pene kontrola neuravnoteženosti stroja zaklepanje nastavitev otroci zvočni signal koncu programa samočistilni predal čistila vstavek tekoči detergent tehnične informacije možnost podvgradnje dimenzije aparata x š x g 848 x 598 x 59 cm,1
12257,9665083,107,71909,beko,beko pralni stroj wtv8744xwst,letna poraba el energijeletna poraba električne energije temelji 220 standardnih ciklih pranjaletna poraba vodeletna poraba vode temelji 220 standardnih ciklih pranjaožemanjepodatek številu vrtljajev ožemanja pove hitrostjo obrača boben končanem pranju število vrtljajev 1400 vrtmin odvisno perilo koncu ožetofuzzy logic prilagajanje pranja glede vrsto količino perilaprilagajanje porabe vode glede vrsto količino perila stroj porabi manj vode manj perila več vode več perila posledično električne energije segrevanje vode poteka krajši časštevilčni zaslonzaslon izpisujejo številke zaslonu nastavite zamik vklopa največkrat prikazuje preostali čas pranja nastavitev zamika vklopavklop stroja lahko zamaknemo ur vnaprej timer tih invertni elektromotorinvertni elektromotor omogoča tiho delovanje nima vgrajenih krtačk povzročajo piskajoč zvok motorja pralnega stroja potrebuje vzdrževanja krtačke izrabiti nimaboben nežno pranje perilaboben oblikovan ima večje število manjših luknjic posebno obliko zagotavlja bolj nežno pranje perila preprečuje muckanje perilavarovanje dotočne cevi izlitju vodedvojna cev preprečuje izliv vode primeru prišlo poškodbe dotočne cevi posebnostidodatni opis izdelka,8692332,338,732896,electrolux,electrolux ew6f428b pralni stroj,,0
